ClassID,Weight,ItemGrade,ItemStar,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,ReopenDiscountRatio,BelongingCount,LifeTime,ItemLifeTimeOver,DynamicLifeTime,PackageTradeCount,ClassName,Name,ItemType,Journal,GroupName,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,TooltipImage,Icon,SpineTooltipImage,ReqToolTip,TooltipValue,Desc,DropSound,EquipSound,InOutScp,Script,Destroyable,TeamTrade,ShopTrade,MarketTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,CoolDown,CoolDownGroup,AllowDuplicate,AllowReopen,NotExist,LogoutSave,PVPMap,ItemLifeTime,MarketCategory,DynamicCalcLifeTimeFunc,EnableEquipMap,PVP,LifeTime_Limitcheck,PackageTradeAble,Package,CubeDuplicate,ExpireDateTime,Reinforce_Type,CustomToolTip,ClassType2
10000013,0.1,0,0,1,0,0,100,0,100,1,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_free_ap_return,특성 포인트 1회 무료 회수권,Etc,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,item_icon_free_ap_return,item_icon_free_ap_return,,,,특성 포인트를 무료로 추출할 수 있는 티켓 입니다.{nl}해당 아이템을 소지한 상태로 특성 포인트 추출 시 실버가 소모되지 않습니다.{nl}추출이 완료되면 해당 아이템은 사라집니다.{nl}4월 23일 점검 시 삭제됩니다.,item_drop_stone_1,,,,NO,NO,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,NO,NO,No,NO,,Misc_Usual,,,,,,,,,,,
10000014,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_Roulette_Coin_2,[이벤트]여신의 룰렛 코인,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_Event_Roulette_Coin,icon_item_Event_Roulette_Coin,,,,여신의 룰렛에서 사용되는 주화입니다.{nl}20년 10월 22일 점검 시 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,NO,NO,No,NO,,Misc_Usual,,,,,,,,,,,
10000015,0,0,0,1,0,300,100,5,100,32767,0.1,0,0,0,0,0,0,0,0,0,0,0,Event_Popo_Coin,[이벤트] 포포리온 뱃지,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_1905_popolion_badge,icon_item_1905_popolion_badge,,,,트린이 이벤트를 기념하여 포포리온을 본따 만든 뱃지입니다.{nl}5월 28일 삭제됩니다.{nl}트린이 이벤트 상점에서 사용 가능합니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000016,0,0,0,1,0,0,0,0,100,1,0.1,0,0,2592000,0,0,0,0,0,0,0,0,Chat_Balloon_Event_Childrens_Day_30d,[이벤트]노란 병아리 말풍선 30일,Consume,FALSE,Premium,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_balloon_skin_Childrens_Day,icon_item_balloon_skin_Childrens_Day,,,,"[이벤트]노란 병아리 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.",item_drop_hp_1,consume_drink,,SCR_USE_ITEM_ADD_CHAT_BALLOON,NO,YES,NO,NO,NO,,Normal,Balloon_0008,YES,,TX,,BEFORE_APPLIED_CAHT_BALLOON_YESSCP_OPEN,,YES,,,YES,NO,NO,No,NO,,Premium_Consume,,,,,,,NO,,,,
10000020,0,0,0,1,0,300,100,5,100,32767,0.1,0,0,0,0,0,0,0,0,0,0,0,EVENT_2005_Shining_stone,[이벤트] 반짝이는 보석,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_Shining_stone,icon_item_Shining_stone,,,,이벤트 NPC를 통해 다양한 보상과 교환할 수 있습니다.{nl}6월 11일 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000021,0,0,0,1,0,300,100,5,100,32767,0.1,0,0,0,0,0,0,0,0,0,0,0,EVENT_2005_Normal_stone,[이벤트] 평범한 보석,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_Normal_stone,icon_item_Normal_stone,,,,이벤트 NPC를 통해 다양한 보상과 교환할 수 있습니다.{nl}6월 11일 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000022,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,EVENT_2006_POOL_ICE,[SummerFesta] 특별한 얼음,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_1807_pool_ice,icon_item_1807_pool_ice,,,,이벤트 NPC를 통해 다양한 보상과 교환할 수 있습니다.{nl}7월 9일 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000023,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,EVENT_2006_ticket,[SummerFesta] 음식 교환권,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,item_icon_event_2005_trade,item_icon_event_2005_trade,,,,이벤트 NPC를 통해 버프를 획득할 수 있는 음식과 교환 가능합니다.{nl}7월 9일 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000024,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,EVENT_2006_Fish,[이벤트] 수박 물고기,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_2006_Fish,icon_item_2006_Fish,,,,문어발 미끼를 사용하여 낚시 성공 시 획득할 수 있습니다.{nl}이벤트 종료 시 점검 시 일괄 삭제됩니다.,item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000025,0,0,0,1,0,0,100,0,100,99999,0.1,0,0,500,0,0,0,0,0,0,0,0,EVENT_2005_repairPotion,[이벤트] 긴급 수리 키트,Consume,FALSE,Drug,,,,,,Item_Common,Item_Common,ETC,icon_item_repairkit,icon_item_repairkit,,마우스 오른쪽 버튼 클릭으로 사용,,사용 시 착용하고 있는 장비의 내구도를 +5 회복시켜 줍니다.,item_drop_stone_1,,,PREMIUM_REPAIR,YES,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_CONSUME_REPAIRPOTION,TX,,,,NO,SCR_GET_ITEM_COOLDOWN,,YES,,NO,No,YES,,Consume_Potion,,,,,,,,,,,
10000026,0,0,0,1,0,0,0,0,100,1,0.1,0,0,7776000,0,0,0,0,0,0,0,0,balloon_skin_icecream_01_90d,체리 아이스크림 말풍선(90일),Consume,FALSE,Premium,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_balloon_skin_icecream_01,icon_item_balloon_skin_icecream_01,,,,"체리 아이스크림 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 90일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.",item_drop_hp_1,consume_drink,,SCR_USE_ITEM_ADD_CHAT_BALLOON,NO,YES,NO,NO,NO,,Normal,Balloon_0009,YES,,TX,,BEFORE_APPLIED_CAHT_BALLOON_YESSCP_OPEN,,YES,,,YES,NO,NO,No,NO,,Premium_Consume,,,,,,,NO,,,,
10000027,0,0,0,1,0,0,0,0,100,1,0.1,0,0,7776000,0,0,0,0,0,0,0,0,balloon_skin_icecream_02_90d,블루베리 아이스크림 말풍선(90일),Consume,FALSE,Premium,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_balloon_skin_icecream_02,icon_item_balloon_skin_icecream_02,,,,"블루베리 아이스크림 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 90일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.",item_drop_hp_1,consume_drink,,SCR_USE_ITEM_ADD_CHAT_BALLOON,NO,YES,NO,NO,NO,,Normal,Balloon_0010,YES,,TX,,BEFORE_APPLIED_CAHT_BALLOON_YESSCP_OPEN,,YES,,,YES,NO,NO,No,NO,,Premium_Consume,,,,,,,NO,,,,
10000028,0,0,0,1,0,300,100,5,100,99999,0.1,0,0,0,0,0,0,0,0,0,0,0,EVENT_Flex_Gold_Moneybag,[이벤트] FLEX 골드 주머니,Etc,FALSE,Material,,,,,,Item_Common,Item_Common,ETC,icon_item_Silver_moneybag,icon_item_Silver_moneybag,,,,이벤트 NPC를 통해 메데이나 FLEX BOX를 개봉할 수 있습니다.{nl}{#ff0000}8월 20일 점검 시 삭제됩니다.{/},item_drop_stone_1,,,,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,YES,,NO,No,,,Misc_Usual,,,,,,,,,,,
10000029,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_10000_1,"[트캉스]특성 포인트 10,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint4,icon_item_abilitypoint4,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,"이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 10,000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}8월 13일 오전 6시에 삭제됩니다.{/}",item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Premium_Consume,,,NO,,NO,,,2020-08-13 06:00:00,,,
10000030,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_10000_2,"[FLEX BOX]특성 포인트 10,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint4,icon_item_abilitypoint4,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,"이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 10,000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}8월 27일 오전 6시에 삭제됩니다.{/}",item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Premium_Consume,,,NO,,NO,,,2020-08-27 06:00:00,,,
10000031,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,10000,0,1500,0,0,0,0,0,0,Event_Ability_Point_Stone_10000_3,"[스탬프 투어]특성 포인트 10,000",Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_abilitypoint4,icon_item_abilitypoint4,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,"이벤트로 지급되는 아이템입니다.{nl}사용시 특성 포인트가 10,000 증가합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}10월 29일 오전 6시에 삭제됩니다.{/}",item_drop_hp_1,,,,NO,YES,NO,NO,NO,,Normal,AbilityPoint,YES,SCR_PRE_Event_USEABLE_MAINSERVER,TX,,CLIENT_USE_MULTIPLE_ABILITY_POINT,F_pc_StatPoint_up,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,,,Premium_Consume,,,NO,,NO,,,2020-10-29 6:00,,,
10000032,1,0,0,1,0,10,100,10,100,99999,0.1,0,0,0,0,3000,0,0,0,0,0,0,EVENT_SECOND_CHALLENG_1,[트캉스] 챌린지 포탈 생성 스크롤,Consume,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,icon_item_challengemode_scroll,icon_item_challengemode_scroll,,,,사용 시 챌린지 포탈이 생성 됩니다.{nl}{#ff0000}8월 13일 오전 6시에 삭제됩니다.{/},item_drop_stone_1,,,SCR_USE_EVENT_1712_SECOND_CHALLENG,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_EVENT_1712_SECOND_CHALLENG,YES,,,,NO,,QuestItem1,YES,NO,NO,No,NO,,Consume_Scroll,,,,,,,,2020-08-13 06:00:00,,,
10000033,1,0,0,1,0,10,100,10,100,99999,0.1,0,0,0,0,3000,0,0,0,0,0,0,EVENT_SECOND_CHALLENG_2,[FLEX BOX] 챌린지 포탈 생성 스크롤,Consume,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,icon_item_challengemode_scroll,icon_item_challengemode_scroll,,,,사용 시 챌린지 포탈이 생성 됩니다.{nl}{#ff0000}8월 27일 오전 6시에 삭제됩니다.{/},item_drop_stone_1,,,SCR_USE_EVENT_1712_SECOND_CHALLENG,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_EVENT_1712_SECOND_CHALLENG,YES,,,,NO,,QuestItem1,YES,NO,NO,No,NO,,Consume_Scroll,,,,,,,,2020-08-27 06:00:00,,,
10000034,1,0,0,1,0,10,100,10,100,99999,0.1,0,0,0,0,3000,0,0,0,0,0,0,EVENT_SECOND_CHALLENG_3,[여신의 룰렛] 챌린지 포탈 생성 스크롤,Consume,FALSE,Event,,,,,,Item_Common,Item_Common,ETC,icon_item_challengemode_scroll,icon_item_challengemode_scroll,,,,사용 시 챌린지 포탈이 생성 됩니다.{nl}{#ff0000}10월 29일 오전 6시에 삭제됩니다.{/},item_drop_stone_1,,,SCR_USE_EVENT_1712_SECOND_CHALLENG,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_EVENT_1712_SECOND_CHALLENG,YES,,,,NO,,QuestItem1,YES,NO,NO,No,NO,,Premium_Consume,,,,,,,,2020-10-29 6:00,,,
10000035,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_ChallengeModeReset_1,[트캉스] 챌린지 모드 1회 입장권,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_ChallengeEnter,icon_item_ChallengeEnter,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,챌린지 모드 입장 횟수를 1 차감합니다.{nl}{#ff0000}8월 13일 오전 6시에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_ChallengeModeReset,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_ChallengeModeReset,YES,,,,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-08-13 06:00:00,,,
10000036,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_ChallengeModeReset_2,[FLEX BOX] 챌린지 모드 1회 입장권,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_ChallengeEnter,icon_item_ChallengeEnter,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,챌린지 모드 입장 횟수를 1 차감합니다.{nl}{#ff0000}8월 27일 오전 6시에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_ChallengeModeReset,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_ChallengeModeReset,YES,,,,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Consume_Scroll,,,,,,,,2020-08-27 06:00:00,,,
10000037,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,0,0,5000,0,0,0,0,0,0,Event_ChallengeModeReset_3,[여신의 룰렛] 챌린지 모드 1회 입장권,Consume,FALSE,Event,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,icon_item_ChallengeEnter,icon_item_ChallengeEnter,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,챌린지 모드 입장 횟수를 1 차감합니다.{nl}{#ff0000}10월 29일 오전 6시에 삭제됩니다.{/},item_drop_hp_1,,,SCR_USE_ChallengeModeReset,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRE_ChallengeModeReset,YES,,,,YES,SCR_GET_ITEM_COOLDOWN,QuestItem1,YES,,NO,No,NO,,Premium_Consume,,,,,,,,2020-10-29 6:00,,,
10000038,1,0,0,1,0,0,100,0,100,99999,0.1,0,0,500,3600000,3600000,0,0,0,0,0,0,Event_Drug_Looting_Potion_500_1,[트캉스] 루팅 찬스: 500,Consume,FALSE,Drug,,,,Item_Consume,Self,Item_Common,Item_Common,ETC,item_icon_luckypotion_500,item_icon_luckypotion_500,,마우스 오른쪽 버튼 클릭으로 사용,CoolDown,"60분 동안 루팅찬스를 +500 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60분.{nl} - 루팅 찬스 포션은 중첩해서 사용 할 수 없습니다.{nl}기간 초과 시, 본 아이템이 삭제됩니다.{nl}{#ff0000}8월 13일 오전 6시에 삭제됩니다.{/}",item_drop_hp_1,consume_drink,,SCR_USE_ITEM_LOOTINGCHANCE_POTION,NO,YES,NO,NO,NO,,Normal,,YES,SCR_PRECHECK_CONSUME,YES,,CLIENT_TEST,,NO,SCR_GET_ITEM_COOLDOWN,LootingChance,YES,NO,NO,No,NO,,Consume_Potion,,,,,,,,2020-08-13 06:00:00,,,
